ActivityID,StationID,DistCat_Tt,BugThreshGroup,Latitude,Longitude,Date_Tt,NOx_mgL,TP_mgL,TKN_mgL,NO3_mgL,TN_mgL,NO2_mgL,Chla_Uncorr,Chla_corr,NH3_mgL,PO4_mgL,TDN_mgL,NH4_ugL
A403893005,08-MER,,,42.936044,-71.456472,6/23/2014,0.22,0.024,0.27,,,,5.83,,,,,
2008-4983,08-MER,,,42.936044,-71.456472,8/25/2008,0.14,0.038,0.34,,,,1.79,,,,,
2005-3022,08-MER,,,42.936044,-71.456472,7/15/2005,0.17,0.069,0.5,,,,2.75,,0.25,,,
A63148-5,08-MER,,,42.936044,-71.456472,8/22/2003,0.13,0.031,,,,,,,0.2,,,
2012-1442,08-MER,,,42.936044,-71.456472,6/19/2012,0.13,,0.99,,,,2.19,,,,,
2010-3935,08-MER,,,42.936044,-71.456472,8/17/2010,0.25,0.018,,,,,3.2136,,,,,
25591,08-MER,,,42.936044,-71.456472,9/12/2003,,,,,,,2.8,2.2,,,,
2008-1622,08-MER,,,42.936044,-71.456472,6/19/2008,0.29,0.079,0.66,,,,6.08,,,,,
A306660004,08-MER,,,42.936044,-71.456472,8/8/2013,0.15,0.0186,0.36,,,,2.26,,,,,
RA08140113,08-MER,,,42.936044,-71.456472,8/14/2001,,0.017,0.3,0.29,,,,,0.1,,,
M005D-C-EVENT3,08-MER,,,42.936044,-71.456472,8/10/2016,0.41422522,,,,0.85434,,,5.1,,0.0328963,0.78548,
2017-2535,08-MER,,,42.936044,-71.456472,7/18/2017,0.23,0.0425,0.37,0.2,,0.002,3.58,,,,,
0308144-09A,08-MER,,,42.936044,-71.456472,8/20/2003,,0.098,1,,,,,,1,,,
0309084-14C,08-MER,,,42.936044,-71.456472,9/12/2003,,0.028,1,,,,,,1,,,
24714,08-MER,,,42.936044,-71.456472,6/30/2003,,,,,,,6.8,5.1,,,,
M058-C-LF1,08-MER,,,42.936044,-71.456472,7/27/2010,0.18580247,,,,,,,6.11772,,0.003,,
2016-2042,08-MER,,,42.936044,-71.456472,6/21/2016,,,,,,,3.39,,,,,
2012-2744,08-MER,,,42.936044,-71.456472,7/24/2012,0.29,0.018,0.015,,,,2.09,,,,,
RA08220202,08-MER,,,42.936044,-71.456472,8/22/2002,,0.014,,,,,,,0.1,,,
0307002-23B,08-MER,,,42.936044,-71.456472,6/30/2003,,,,0.24,,0.2,,,,,,
0307002-23D,08-MER,,,42.936044,-71.456472,6/30/2003,,,1,,,,,,,,,
TU06062016_08-MLG,08-MLG,,,43.22994,-71.03941,6/6/2016,,,,0.0124,,,,,,0.00471,,
TU010242016_08-MLG,08-MLG,,,43.22994,-71.03941,10/24/2016,,,,,,,,,,0.003626,,
UNH05161705,08-MMR,,,43.454417,-71.227917,5/16/2017,,0.0137,,,,,,,,,,
CFB09051717,08-MMR,,,43.454417,-71.227917,9/5/2017,,0.0142,,,,,,,,,,
UNH09051707,08-MMR,,,43.454417,-71.227917,9/5/2017,,0.0142,,,,,,,,,,
CFB08041718,08-MMR,,,43.454417,-71.227917,8/4/2017,,0.0175,,,,,,,,,,
CFB0606175,08-MMR,,,43.454417,-71.227917,6/6/2017,,0.0143,,,,,,,,,,
UNH08041713,08-MMR,,,43.454417,-71.227917,8/4/2017,,0.0175,,,,,,,,,,
CFB1108177,08-MMR,,,43.454417,-71.227917,11/8/2017,,0.0135,,,,,,,,,,
CFB0516175,08-MMR,,,43.454417,-71.227917,5/16/2017,,0.0137,,,,,,,,,,
UNH07071719,08-MMR,,,43.454417,-71.227917,7/7/2017,,0.0204,,,,,,,,,,
CFB0620177,08-MMR,,,43.454417,-71.227917,6/20/2017,,0.0238,,,,,,,,,,
CFB1004177,08-MMR,,,43.454417,-71.227917,10/4/2017,,0.0178,,,,,,,,,,
CFB0606175D,08-MMR,,,43.454417,-71.227917,6/6/2017,,0.0147,,,,,,,,,,
UNH10041707,08-MMR,,,43.454417,-71.227917,10/4/2017,,0.0178,,,,,,,,,,
UNH06061705,08-MMR,,,43.454417,-71.227917,6/6/2017,,0.0143,,,,,,,,,,
CFB1206177,08-MMR,,,43.454417,-71.227917,12/6/2017,,0.0132,,,,,,,,,,
CFB07071722,08-MMR,,,43.454417,-71.227917,7/7/2017,,0.0204,,,,,,,,,,
UNH06201707,08-MMR,,,43.454417,-71.227917,6/20/2017,,0.0238,,,,,,,,,,
CFB0221186,08-MMR,,,43.454417,-71.227917,2/21/2018,,0.012,,,,,,,,,,
RV10070513,08-OYS,,,43.135164,-70.967458,10/7/2005,,,,0.36,,,,,,0.005,,
RV06220105,08-OYS,,,43.135164,-70.967458,6/22/2001,,,,0.104,,0.006,,,,0.01,,
RV07080513,08-OYS,,,43.135164,-70.967458,7/8/2005,,,,0.32,,,,,,0.005,,
RV10180806,08-OYS,,,43.135164,-70.967458,10/18/2008,,,,0.11,,,,,,0.005,,
2008-4775,08-OYS,,,43.135164,-70.967458,8/15/2008,,,,0.12,,,,,,0.005,,
RV09220715,08-OYS,,,43.135164,-70.967458,9/22/2007,,,,0.31,,,,,,0.006,,
RV10190105,08-OYS,,,43.135164,-70.967458,10/19/2001,,,,0.075,,,,,,0.005,,
RV09220711,08-OYS,,,43.135164,-70.967458,9/22/2007,,,,0.32,,,,,,0.005,,
RV10180808,08-OYS,,,43.135164,-70.967458,10/18/2008,,,,0.12,,,,,,0.006,,
RV07200106,08-OYS,,,43.135164,-70.967458,7/20/2001,,,,0.225,,,,,,0.008,,
RV08170106,08-OYS,,,43.135164,-70.967458,8/17/2001,,,,0.367,,,,,,0.009,,
RV09260105,08-OYS,,,43.135164,-70.967458,9/26/2001,,,,0.161,,,,,,0.015,,
13443-004,08-PCK,,,43.047801,-70.821145,11/9/2007,,0.03,,0.1,0.5,0.1,,,0.5,0.1,,
13443-003,08-PCK,,,43.047801,-70.821145,11/8/2007,,0.02,,0.1,0.5,0.1,,,0.5,0.1,,
13772-017,08-PCK,,,43.047801,-70.821145,1/12/2008,,0.03,,0.1,0.9,0.1,,,0.5,0.1,,
13562-003,08-PCK,,,43.047801,-70.821145,11/29/2007,,0.02,,0.1,0.5,0.1,,,0.5,0.1,,
12738-002,08-PCK,,,43.047801,-70.821145,7/12/2007,,0.05,,0.1,0.8,0.5,,,0.5,,,
13443-002,08-PCK,,,43.047801,-70.821145,11/11/2007,,0.01,,0.1,0.5,0.1,,,0.5,0.1,,
13198-001,08-PCK,,,43.047801,-70.821145,9/29/2007,,0.07,,0.05,0.8,0.1,,,0.5,0.1,,
13562-002,08-PCK,,,43.047801,-70.821145,8/4/2007,,0.05,,0.1,0.6,0.1,,,0.5,0.1,,
12652-001,08-PCK,,,43.047801,-70.821145,7/7/2008,,0.08,,0.1,0.5,0.5,,,0.5,,,
12738-001,08-PCK,,,43.047801,-70.821145,7/12/2007,,0.05,,0.1,1.4,0.5,,,0.5,,,
12652-002,08-PCK,,,43.047801,-70.821145,7/8/2007,,0.06,,0.1,0.5,0.5,,,0.5,,,
12808-001,08-PCK,,,43.047801,-70.821145,7/29/2007,,0.05,,0.1,1.3,0.1,,,0.5,,,
RA07070009,08-RID,Non-Ref,Above_Threshold,42.942969,-71.528203,7/7/2000,,0.024,0.47,0.05,,,,,,,,
RA07190002,08-RID,Non-Ref,Above_Threshold,42.942969,-71.528203,7/19/2000,,0.016,0.38,0.05,,,,,,,,
RA08160003,08-RID,Non-Ref,Above_Threshold,42.942969,-71.528203,8/16/2000,,0.018,0.39,0.05,,,,,,,,
2012-4691,08-SAC,,,44.079131,-71.152278,9/24/2012,,0.0055,,,,,,,,,,
2005-5853,08-SBA,,,42.840853,-72.184472,9/14/2005,0.12,0.057,0.5,,,,,,0.05,0.01,,
2018-2996,08-SBA,,,42.840853,-72.184472,7/25/2018,0.073,0.022,0.37,0.069,,0.002,,,,,,
2018-4281,08-SBA,,,42.840853,-72.184472,8/22/2018,0.05,0.0613,0.49,0.003,,0.002,,,,,,
2018-1699,08-SBA,,,42.840853,-72.184472,6/27/2018,0.002,0.0271,0.31,0.003,,0.002,,,,,,
2005-5266,08-SBA,,,42.840853,-72.184472,8/25/2005,0.09,0.021,0.4,,,,1.23,,0.05,0.01,,
2018-3081,08-SFR,,,43.251281,-70.839558,7/19/2018,,0.0238,,,,,,,,,,
2016-2958,08-SFR,,,43.251281,-70.839558,7/19/2016,,0.0178,,,,,,,,,,
2016-4564,08-SFR,,,43.251281,-70.839558,8/23/2016,,0.0179,,,,,,,,,,
A406917004,08-SFR,,,43.251281,-70.839558,8/19/2014,,0.0193,,,,,,,,,,
2018-1390,08-SFR,,,43.251281,-70.839558,6/21/2018,,0.014,,,,,,,,,,
2018-3078,08-SFR,,,43.251281,-70.839558,7/19/2018,,0.0239,,,,,,,,,,
2015-3934,08-SFR,,,43.251281,-70.839558,8/18/2015,,0.0133,,,,,,,,,,
2017-5373,08-SFR,,,43.251281,-70.839558,10/23/2017,,0.0121,,,,,,,,,,
2018-5060,08-SFR,,,43.251281,-70.839558,10/4/2018,,0.0186,,,,,,,,,,
A408616001,08-SFR,,,43.251281,-70.839558,10/21/2014,,0.023,,,,,,,,,,
2017-5223,08-SFR,,,43.251281,-70.839558,9/26/2017,,0.0145,,,,,,,,,,
2016-5292,08-SFR,,,43.251281,-70.839558,9/28/2016,,0.0192,,,,,,,,,,
2016-4565,08-SFR,,,43.251281,-70.839558,8/23/2016,,0.0172,,,,,,,,,,
2009-5045,08-SFR,,,43.251281,-70.839558,8/24/2009,,0.018,,,,,,,,,,
2018-4674,08-SFR,,,43.251281,-70.839558,8/30/2018,,0.0156,,,,,,,,,,
2016-1454,08-SFR,,,43.251281,-70.839558,6/17/2016,,0.0161,,,,,,,,,,
2017-5222,08-SFR,,,43.251281,-70.839558,9/26/2017,,0.0148,,,,,,,,,,
A404889001,08-SFR,,,43.251281,-70.839558,7/15/2014,,0.0185,,,,,,,,,,
2015-4755,08-SFR,,,43.251281,-70.839558,9/17/2015,,0.0161,,,,,,,,,,
2015-2412,08-SFR,,,43.251281,-70.839558,7/16/2015,,0.0162,,,,,,,,,,
2014-1759,08-SFR,,,43.251281,-70.839558,6/24/2014,,0.0161,,,,,,,,,,
2015-2408,08-SFR,,,43.251281,-70.839558,7/16/2015,,0.0158,,,,,,,,,,
2015-1506,08-SFR,,,43.251281,-70.839558,6/24/2015,,0.0194,,,,,,,,,,
A204713001,08-SHG,Non-Ref,Above_Threshold,42.829322,-71.60945,6/25/2012,0.45,0.051,0.32,0.44,,0.005,,,,,,
A207184004,08-SHG,Non-Ref,Above_Threshold,42.829322,-71.60945,8/9/2012,0.36,0.11,0.32,0.35,,0.005,,,,,,
A205532001,08-SHG,Non-Ref,Above_Threshold,42.829322,-71.60945,7/11/2012,0.34,0.07,0.25,0.34,,0.005,,,,,,
A202208001,08-SHG,Non-Ref,Above_Threshold,42.829322,-71.60945,4/16/2012,,0.043,,,,,,,,,,
A206373001,08-SKN,Non-Ref,Below_Threshold,43.532025,-72.142794,7/27/2012,0.055,0.013,0.015,0.053,,0.005,,,,,,
A807305002,08-SKN,Non-Ref,Below_Threshold,43.532025,-72.142794,7/24/2008,0.003,0.016,0.45,,,,,,,,,
A810259002,08-SKN,Non-Ref,Below_Threshold,43.532025,-72.142794,9/16/2008,0.003,0.0064,0.27,,,,,,,0.0047,,
A809343002,08-SKN,Non-Ref,Below_Threshold,43.532025,-72.142794,8/26/2008,0.003,0.0076,0.1,,,,,,,,,
RV09010507,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,9/1/2005,,,0.636,,,,,,,0.01,,
RV09260516,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,9/26/2005,,,,,,,,,,0.01,,
A607027001,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,8/7/2006,0.26,0.016,0.3,,,,,,,,,
A608226001,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,8/22/2006,0.23,0.016,,,,,,,,,,
2006-1452,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,6/14/2006,0.11,0.012,0.5,,,,2.32,,,,,
RV08020513,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,8/2/2005,,,1.39,,,,,,,0.001,,
RV07190506,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,7/19/2005,,,0.684,,,,,,,0.005,,
A605791001,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,7/20/2006,0.27,0.017,0.4,,,,,,0.05,,,
RV09130512,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,9/13/2005,,,,,,,,,,0.01,,
RV08160515,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,8/16/2005,,,0.737,,,,,,,0.01,,
RV06210511,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,6/21/2005,,,1.47,,,,,,,0.005,,
RV08020512,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,8/2/2005,,,1.19,,,,,,,0.01,,
A604428001,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,7/3/2006,0.19,0.02,0.34,,,,,,,,,
RV06210508,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,6/21/2005,,,,,,,,,,0.005,,
RV07050506,08-WCH,Non-Ref,Above_Threshold,42.782836,-71.603556,7/5/2005,,,1.07,,,,,,,0.005,,
A103020006,08-WIL,,,43.315933,-70.956319,5/5/2011,,0.017,,,,,,,,,,
TU010242016_08A-MLG,08A-MLG,,,43.22992,-71.03935,10/24/2016,,,,0.0085,,,,,,0.005582,,
TU06062016_08A-MLG,08A-MLG,,,43.22992,-71.03935,6/6/2016,,,,,,,,,,0.004003,,
TU06082016_08C-XMT,08C-XMT,,,42.80772,-72.07361,6/8/2016,,,,0.0079,,,,,,0.015491,,
TU08312016_08C-XMT,08C-XMT,,,42.80772,-72.07361,8/31/2016,,,,0.0142,,,,,,0.02073133,,
TU09142016_08C-XMT,08C-XMT,,,42.80772,-72.07361,9/14/2016,,,,0.0355,,,,,,0.01066474,,
TU07052016_08C-XMT,08C-XMT,,,42.80772,-72.07361,7/5/2016,,,,0.1393,,,,,,0.016182,,
TU010172016_08C-XMT,08C-XMT,,,42.80772,-72.07361,10/17/2016,,,,,,,,,,0.002389,,
TU08052016_08C-XMT,08C-XMT,,,42.80772,-72.07361,8/5/2016,,,,0.0879,,,,,,0.011257,,
TU09282016_08C-XMTD,08C-XMT,,,42.80772,-72.07361,9/28/2016,,,,0.0165,,,,,,0.005526,,
TU06082016_08C-XMTD,08C-XMT,,,42.80772,-72.07361,6/8/2016,,,,0.0112,,,,,,0.005602,,
TU07202016_08C-XMT,08C-XMT,,,42.80772,-72.07361,7/20/2016,,,,0.139,,,,,,0.012161,,
TU08172016_08C-XMT,08C-XMT,,,42.80772,-72.07361,8/17/2016,,,,0.0478,,,,,,0.02049924,,
TU09282016_08C-XMT,08C-XMT,,,42.80772,-72.07361,9/28/2016,,,,0.0188,,,,,,0.005213,,
TU010312016_08C-XMT,08C-XMT,,,42.80772,-72.07361,10/31/2016,,,,,,,,,,0.014869,,
TU06222016_08C-XMT,08C-XMT,,,42.80772,-72.07361,6/22/2016,,,,0.1675,,,,,,0.016088,,
2018-3002,08G-CNT,,,42.96365,-72.51421,7/26/2018,,0.151,,,,,,,,,,
TU08162016_08K-NBR,08K-NBR,,,43.09738,-71.30108,8/16/2016,,,,0.1231,,,,,,0.01673273,,
TU07072016_08K-NBR,08K-NBR,,,43.09738,-71.30108,7/7/2016,,,,0.0518,,,,,,0.003628,,
TU010252016_08K-NBR,08K-NBR,,,43.09738,-71.30108,10/25/2016,,,,0.0188,,,,,,0.01021474,,
TU06212016_08K-NBR,08K-NBR,,,43.09738,-71.30108,6/21/2016,,,,0.0321,,,,,,0.00634197,,
TU08302016_08K-NBR,08K-NBR,,,43.09738,-71.30108,8/30/2016,,,,0.2474,,,,,,0.01761,,
TU09272016_08K-NBR,08K-NBR,,,43.09738,-71.30108,9/27/2016,,,,0.2613,,,,,,0.00351499,,
TU07192016_08K-NBR,08K-NBR,,,43.09738,-71.30108,7/19/2016,,,,0.0429,,,,,,0.00817629,,
TU06072016_08K-NBR,08K-NBR,,,43.09738,-71.30108,6/7/2016,,,,0.0214,,,,,,0.02118711,,
TU010112016_08K-NBR,08K-NBR,,,43.09738,-71.30108,10/11/2016,,,,0.2185,,,,,,0.00945137,,
TU08022016_08K-NBR,08K-NBR,,,43.09738,-71.30108,8/2/2016,,,,0.1086,,,,,,0.04980086,,
TU010272016_08K-NOR,08K-NOR,,,43.15563,-71.10818,10/27/2016,,,,,,,,,,0.0157845,,
TU06102016_08K-NOR,08K-NOR,,,43.15563,-71.10818,6/10/2016,,,,0.0888,,,,,,0.00615065,,
TU08192016_08K-NOR,08K-NOR,,,43.15563,-71.10818,8/19/2016,,,,0.2081,,,,,,0.00805222,,
TU07082016_08K-NOR,08K-NOR,,,43.15563,-71.10818,7/8/2016,,,,0.2193,,,,,,0.00800639,,
TU06242016_08K-NOR,08K-NOR,,,43.15563,-71.10818,6/24/2016,,,,0.1997,,,,,,0.01093893,,
TU08032016_08K-NOR,08K-NOR,,,43.15563,-71.10818,8/3/2016,,,,0.1913,,,,,,0.00574399,,
TU07222016_08K-NOR,08K-NOR,,,43.15563,-71.10818,7/22/2016,,,,0.2097,,,,,,0.00865075,,
TU010272016_08L-NOR,08L-NOR,,,43.15572,-71.10822,10/27/2016,,,,0.0048,,,,,,0.01191263,,
TU09162016_08L-NOR,08L-NOR,,,43.15572,-71.10822,9/16/2016,,,,0.1314,,,,,,0.02456207,,
TU07222016_08L-NORD,08L-NOR,,,43.15572,-71.10822,7/22/2016,,,,0.1293,,,,,,0.00816963,,
TU07082016_08L-NOR,08L-NOR,,,43.15572,-71.10822,7/8/2016,,,,0.1626,,,,,,0.01833615,,
TU09302016_08L-NOR,08L-NOR,,,43.15572,-71.10822,9/30/2016,,,,0.1485,,,,,,0.00500799,,
TU06102016_08L-NOR,08L-NOR,,,43.15572,-71.10822,6/10/2016,,,,0.0787,,,,,,0.0190836,,
TU07222016_08L-NOR,08L-NOR,,,43.15572,-71.10822,7/22/2016,,,,0.1296,,,,,,0.00624515,,
TU09162016_08L-NORD,08L-NOR,,,43.15572,-71.10822,9/16/2016,,,,0.1287,,,,,,0.038526,,
TU08032016_08L-NOR,08L-NOR,,,43.15572,-71.10822,8/3/2016,,,,0.1794,,,,,,0.00607905,,
TU09302016_08L-NORD,08L-NOR,,,43.15572,-71.10822,9/30/2016,,,,0.148,,,,,,0.01255699,,
TU06242016_08L-NOR,08L-NOR,,,43.15572,-71.10822,6/24/2016,,,,0.146,,,,,,0.0099366,,
TU08192016_08L-NOR,08L-NOR,,,43.15572,-71.10822,8/19/2016,,,,0.2155,,,,,,0.01296651,,
TU010142016_08L-NOR,08L-NOR,,,43.15572,-71.10822,10/14/2016,,,,0.2955,,,,,,0.00227878,,
TU09022016_08L-NOR,08L-NOR,,,43.15572,-71.10822,9/2/2016,,,,0.0594,,,,,,0.00762264,,
TU09022016_08L-NORD,08L-NOR,,,43.15572,-71.10822,9/2/2016,,,,0.0559,,,,,,0.0133474,,
AMU102609-7,08M-PMI,,,43.597505,-71.682477,10/26/2009,,,,,,,,0.82703,,,,
AMU62309-9,08M-PMI,,,43.597505,-71.682477,6/23/2009,,,,,,,,0.8328,,,,
AMU62309-10,08M-PMI,,,43.597505,-71.682477,6/23/2009,,,,,,,,0.63772,,,,
AMU092109-25,08M-PMI,,,43.597505,-71.682477,9/21/2009,,,,,,,,3.62532,,,,
AMU072709-9,08M-PMI,,,43.597505,-71.682477,7/27/2009,,,,,,,,1.66379,,,,
AMU082509-56,08M-PMI,,,43.597505,-71.682477,8/25/2009,,,,,,,,0.92899,,,,
A308834010,08P-SOP,Non-Ref,,42.974786,-71.789075,10/5/2013,,0.00928,,,,,,,,,,
A308832010,08P-SOP,Non-Ref,,42.974786,-71.789075,10/15/2013,0.011,,,,,,,,,,,
A309221010,08P-SOP,Non-Ref,,42.974786,-71.789075,11/1/2013,0.011,0.0093,,,,,,,,,,
2006-2699,09-BWB,,,42.972297,-71.5205,7/11/2006,0.16,0.09,0.7,,,,4.97,,0.05,,,
A60264-5,09-CCH,,,43.199794,-70.882125,7/14/2003,0.93,0.094,0.5,,,,4.08,,0.2,,,
A58928-1,09-CCH,,,43.199794,-70.882125,6/23/2003,0.73,0.067,0.4,,,,,,0.2,,,
RV08190220,09-CCH,,,43.199794,-70.882125,8/19/2002,,0.025,0.5,0.46,,0.05,,,0.1,,,
A60264-4,09-CCH,,,43.199794,-70.882125,7/14/2003,0.93,0.093,0.5,,,,4.69,,0.2,,,
A62009-2,09-CCH,,,43.199794,-70.882125,8/7/2003,,,0.7,,,,,,0.2,,,
UNH10041701,09-CFF,,,43.416981,-71.219119,10/4/2017,,0.0278,,,,,,,,,,
CFB1108171,09-CFF,,,43.416981,-71.219119,11/8/2017,,0.0152,,,,,,,,,,
CFB1004171,09-CFF,,,43.416981,-71.219119,10/4/2017,,0.0278,,,,,,,,,,
CFB08041712,09-CFF,,,43.416981,-71.219119,8/4/2017,,0.0315,,,,,,,,,,
CFB09051711,09-CFF,,,43.416981,-71.219119,9/5/2017,,0.0298,,,,,,,,,,
UNH07071713,09-CFF,,,43.416981,-71.219119,7/7/2017,,0.0377,,,,,,,,,,
CFB07071716,09-CFF,,,43.416981,-71.219119,7/7/2017,,0.0377,,,,,,,,,,
UNH08041707,09-CFF,,,43.416981,-71.219119,8/4/2017,,0.0315,,,,,,,,,,
UNH09051701,09-CFF,,,43.416981,-71.219119,9/5/2017,,0.0298,,,,,,,,,,
UNH06201701,09-CFF,,,43.416981,-71.219119,6/20/2017,,0.038,,,,,,,,,,
CFB1206171,09-CFF,,,43.416981,-71.219119,12/6/2017,,0.0158,,,,,,,,,,
CFB0620171,09-CFF,,,43.416981,-71.219119,6/20/2017,,0.038,,,,,,,,,,
A97704-14,09-CLD,,,43.267158,-72.237918,9/10/2005,,0.007,,1.62,,,,,,,,
RV07230521,09-CLD,,,43.267158,-72.237918,7/23/2005,,,,0.79,,,,,,,,
RV08200509,09-CLD,,,43.267158,-72.237918,8/20/2005,,,,1.82,,,,,,,,
RV08200510,09-CLD,,,43.267158,-72.237918,8/20/2005,,,,1.78,,,,,,,,
A305956002,09-CTC,Non-Ref,Below_Threshold,43.222952,-71.714055,7/26/2013,0.011,0.0236,0.35,,,,,,,,,
A307197002,09-CTC,Non-Ref,Below_Threshold,43.222952,-71.714055,8/20/2013,0.068,0.0189,0.33,,,,,,,,,
A307856003,09-CTC,Non-Ref,Below_Threshold,43.222952,-71.714055,9/4/2013,0.08,0.0382,0.015,,,,,,,,,
A51434-4,09-EXT-DAMMED,,,42.980923,-70.944114,12/16/2002,0.19,0.114,0.3,,,,1.61,,0.1,,,
A45588-4,09-EXT-DAMMED,,,42.980923,-70.944114,8/13/2002,0.05,0.027,0.5,,,,18.13,,0.1,,,
2007-1484,09-EXT-DAMMED,,,42.980923,-70.944114,6/20/2007,0.15,0.036,0.29,,,,2.45,,,,,
A55805-3,09-EXT-DAMMED,,,42.980923,-70.944114,4/23/2003,0.09,0.2,0.4,,,,1.64,,0.2,,,
2006-920,09-EXT-DAMMED,,,42.980923,-70.944114,4/24/2006,,0.027,0.51,,,,0.8,,,,,
A49379-4,09-EXT-DAMMED,,,42.980923,-70.944114,10/22/2002,0.08,0.031,0.6,,,,3.48,,0.1,,,
2007-5509,09-EXT-DAMMED,,,42.980923,-70.944114,11/14/2007,0.12,0.023,0.34,,,,0.955,,0.011,,,
A58928-3,09-EXT-DAMMED,,,42.980923,-70.944114,6/23/2003,0.14,0.043,0.6,,,,,,0.2,,,
2006-1099,09-EXT-DAMMED,,,42.980923,-70.944114,5/31/2006,0.11,0.032,0.5,,,,3.75,,0.058,,,
RA07230108,09-EXT-DAMMED,,,42.980923,-70.944114,7/23/2001,,0.041,0.8,0.05,,,19.62,,0.1,,,
A62863-1,09-EXT-DAMMED,,,42.980923,-70.944114,8/19/2003,0.08,0.058,0.7,,,,4.2,,0.2,,,
2006-6056,09-EXT-DAMMED,,,42.980923,-70.944114,10/18/2006,,0.03,0.52,,,,1.96,,,,,
2005-5098,09-EXT-DAMMED,,,42.980923,-70.944114,8/23/2005,0.1,0.034,0.5,,,,,,0.05,,,
A66199-4,09-EXT-DAMMED,,,42.980923,-70.944114,10/28/2003,0.05,0.029,0.7,,,,1.45,,0.2,,,
A64390-4,09-EXT-DAMMED,,,42.980923,-70.944114,9/16/2003,0.05,0.047,1.5,,,,17.9,,0.2,,,
A48094-4,09-EXT-DAMMED,,,42.980923,-70.944114,9/24/2002,0.08,0.066,0.4,,,,6.52,,0.1,,,
2007-520,09-EXT-DAMMED,,,42.980923,-70.944114,3/27/2007,0.16,0.02,1.7,,,,1.41,,,,,
2005-546,09-EXT-DAMMED,,,42.980923,-70.944114,3/30/2005,0.13,0.036,0.3,,,,1.23,,,,,
2006-641,09-EXT-DAMMED,,,42.980923,-70.944114,3/20/2006,0.17,0.025,0.3,,,,1.07,,0.2,,,
2005-3640,09-EXT-DAMMED,,,42.980923,-70.944114,7/26/2005,0.1,0.075,0.5,,,,15.52,,,,,
2005-6610,09-EXT-DAMMED,,,42.980923,-70.944114,12/6/2005,0.14,0.018,0.3,,,,,,0.05,,,
2005-6005,09-EXT-DAMMED,,,42.980923,-70.944114,9/20/2005,0.06,0.036,0.4,,,,7.68,,0.05,,,
A54494-4,09-EXT-DAMMED,,,42.980923,-70.944114,3/19/2003,0.21,0.018,0.3,,,,0.88,,0.2,,,
A40147-4,09-EXT-DAMMED,,,42.980923,-70.944114,5/14/2002,0.06,0.032,0.5,,,,3.98,,0.1,,,
2005-1937,09-EXT-DAMMED,,,42.980923,-70.944114,6/22/2005,0.15,0.043,,,,,1.45,,0.05,,,
2004-768,09-EXT-DAMMED,,,42.980923,-70.944114,5/18/2004,0.11,0.026,,,,,2.35,,0.05,,,
2005-955,09-EXT-DAMMED,,,42.980923,-70.944114,4/28/2005,0.06,0.025,0.4,,,,1.11,,,,,
A50781-4,09-EXT-DAMMED,,,42.980923,-70.944114,11/26/2002,0.1,0.069,0.6,,,,1.28,,0.1,,,
RA09110108,09-EXT-DAMMED,,,42.980923,-70.944114,9/11/2001,,0.018,0.5,0.05,,,,,0.1,,,
2005-1156,09-EXT-DAMMED,,,42.980923,-70.944114,5/18/2005,0.1,0.026,,,,,2.11,,,,,
RA12050110,09-EXT-DAMMED,,,42.980923,-70.944114,12/5/2001,,0.026,0.4,0.05,,,15.08,,0.1,,,
RA11130108,09-EXT-DAMMED,,,42.980923,-70.944114,11/13/2001,,0.031,0.4,0.05,,,8.82,,0.1,,,
RA05150108,09-EXT-DAMMED,,,42.980923,-70.944114,5/15/2001,,0.028,0.61,0.14,,,5.14,,0.5,,,
2006-1703,09-EXT-DAMMED,,,42.980923,-70.944114,6/21/2006,0.15,0.043,0.5,,,,2.52,,0.059,,,
2005-6409,09-EXT-DAMMED,,,42.980923,-70.944114,10/26/2005,0.05,0.029,0.5,,,,0.88,,0.05,,,
2005-6471,09-EXT-DAMMED,,,42.980923,-70.944114,11/16/2005,0.12,0.022,0.4,,,,,,0.1,,,
RA10170108,09-EXT-DAMMED,,,42.980923,-70.944114,10/17/2001,,0.03,0.4,0.05,,,6.07,,0.1,,,
A60264-2,09-EXT-DAMMED,,,42.980923,-70.944114,7/14/2003,0.11,0.051,0.7,,,,9.5,,0.2,,,
A67140-4,09-EXT-DAMMED,,,42.980923,-70.944114,11/18/2003,0.07,0.019,0.6,,,,0.9,,0.2,,,
2006-3039,09-EXT-DAMMED,,,42.980923,-70.944114,7/18/2006,0.11,0.077,0.67,,,,0.29,,,,,
